Employee_No,Employee_Code,Name,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Inactive_Date,Reporting_emp_1,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth,Basic Salary_0
2119,5340,Meredith Becker,Male,1,Married,6,2021-09-08,2022-09-07,Inactive,2022-09-07,2709,Staff,Contarct Basis,Buddhist,Project Manager,1982,100000.0
2120,1795099,Dashawn Kassulke,Male,1,Married,31,2021-09-09,2022-03-30,Inactive,2022-03-30,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969,8000.0
2121,195037,Mr Demarco Shields,Male,1,Married,43,2021-09-04,2022-03-29,Inactive,2022-03-29,\N,Labour,Contarct Basis,Buddhist,Operator - JCB,1991,14850.0
2122,1795100,Tanner Hegmann,Male,1,Single,124,2021-09-10,2022-04-07,Inactive,2022-04-07,\N,Labour,Contarct Basis,Buddhist,Mason,2000,8800.0
2123,1795101,Karley Jerde,Male,1,Single,31,2021-09-10,2022-02-11,Inactive,2022-02-11,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997,8000.0
2124,50041,Elmore Rutherford,Male,1,Married,33,2021-09-01,2022-03-14,Inactive,2022-03-14,2124,Staff,Contarct Basis,Buddhist,Site Engineer,1950,150000.0
2126,203002,Duane Tromp III,Male,1,Married,24,2021-09-01,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Driver,1987,4000.0
2127,203003,Dr Sammie Volkman,Male,1,Single,31,2021-09-01,2021-10-31,Inactive,2021-10-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999,5250.0
2132,1795102,Yoshiko Leannon,Male,1,Married,124,2021-09-13,2022-04-07,Inactive,2022-04-07,\N,Labour,Contarct Basis,Buddhist,Mason,1958,8800.0
2133,1795103,Mrs Marianna Shields,Male,1,Married,124,2021-09-13,2022-04-10,Inactive,2022-04-10,\N,Labour,Contarct Basis,Buddhist,Mason,1973,7700.0
2134,5341,Jewell Hoppe II,Male,5,Married,89,2021-09-13,2021-09-14,Inactive,2021-09-14,\N,Staff,Contarct Basis,Muslim,Planning Engineer,1994,54830.0
2135,5342,Eula Welch,Male,1,Single,22,2021-09-13,0000-00-00,Active,0000-00-00,2631,Staff,Contarct Basis,Buddhist,Technical Officer,1993,0.0
2136,51019,Danielle Crona,Male,1,Single,173,2021-09-06,2022-01-01,Inactive,2022-01-01,\N,Staff,Contarct Basis,Buddhist,Trainee Safety Officer,1995,0.0
2137,1795104,Prof Shanel Hilpert III,Male,1,Single,31,2021-09-14,2022-05-09,Inactive,2022-05-09,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1977,6500.0
2138,1795105,Monroe Tremblay DDS,Male,1,Married,31,2021-09-14,2021-12-31,Inactive,2021-12-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1974,6500.0
2140,198128,Hubert Schneider,Male,1,Married,41,2021-09-01,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Electrician,1968,550.0
2142,198130,Brenda Denesik,Male,1,Single,41,2021-09-13,2022-04-08,Inactive,2022-04-08,\N,Labour,Contarct Basis,Buddhist,Electrician,1979,1650.0
2146,199078,Adolf White,Male,3,Single,31,2021-09-15,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1996,500.0
2147,1795109,Avis Oberbrunner,Male,1,Single,1,2021-09-16,2022-04-01,Inactive,2022-04-01,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1993,4400.0
2148,1795110,Prof Eric Lowe,Male,4,Married,1,2021-09-16,2022-04-07,Inactive,2022-04-07,\N,Labour,Contarct Basis,Catholic,Skilled Labor,1987,4400.0
2150,1795112,Prof Coralie Reichel DVM,Male,3,Married,31,2021-09-17,2022-03-30,Inactive,2022-03-30,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1972,5500.0
2153,1795115,Melvina Rowe,Male,1,Married,31,2021-09-21,2022-04-07,Inactive,2022-04-07,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,4000.0
2158,198131,Talia Bergstrom,Male,1,Married,30,2021-09-08,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1970,2000.0
2159,193180,Aracely Wisozk,Male,1,Married,43,2021-09-15,2021-12-31,Inactive,2021-12-31,\N,Labour,Contarct Basis,Buddhist,Operator - JCB,1994,10175.0
2160,1795116,Dr Orland Ryan,Male,1,Single,31,2021-09-16,2022-05-19,Inactive,2022-05-19,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995,4000.0
2161,5343,Rene Mitchell,Male,1,Single,7,2021-09-10,2022-12-18,Inactive,2022-12-18,\N,Staff,Contarct Basis,Buddhist,Store Keeper,2000,20000.0
2162,5344,Maida Barton DVM,Male,1,Single,158,2021-09-13,2022-01-31,Inactive,2022-01-31,\N,Staff,Contarct Basis,Buddhist,Assistant QS,1995,30000.0
2163,5345,Brigitte Halvorson,Female,1,Married,17,2021-09-21,2022-02-06,Inactive,2022-02-06,\N,Staff,Contarct Basis,Buddhist,Account Executive,1989,0.0
2165,5347,Mrs Tamia Nolan III,Male,1,Married,158,2021-09-27,2022-01-06,Inactive,2022-01-06,\N,Staff,Contarct Basis,Buddhist,Assistant QS,1996,23500.0
2166,196149,Dallin Macejkovic,Male,1,Single,195,2021-09-27,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Data Coordinator,1999,1500.0
2168,203006,Candace Ankunding PhD,Male,1,Married,129,2021-09-13,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Stores Helper,1966,250.0
2193,1795118,Prof Oscar Fadel,Male,1,Married,31,2021-10-05,2021-12-31,Inactive,2021-12-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981,9000.0
2195,193182,Valentin Toy,Male,1,Married,31,2021-10-07,2021-10-31,Inactive,2021-10-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,8250.0
2196,193183,Dr Lamont Murphy IV,Male,1,Single,31,2021-10-04,2022-03-18,Inactive,2022-03-18,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001,7975.0
2197,5349,Freeda Rice IV,Male,1,Single,17,2021-10-01,2021-11-01,Inactive,2021-11-01,\N,Staff,Contarct Basis,Buddhist,Account Executive,1998,20000.0
2200,1795119,Karina Predovic III,Male,1,Married,31,2021-10-08,2022-04-01,Inactive,2022-04-01,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1961,7750.0
2204,1795122,Gabriella Gleason,Male,1,Married,31,2021-10-09,2022-04-07,Inactive,2022-04-07,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968,8500.0
2207,5351,Dr Katherine Kovacek,Male,1,Married,24,2021-09-13,2022-04-30,Inactive,2022-04-30,\N,Staff,Contarct Basis,Buddhist,Driver,1969,20000.0
2208,5352,Ransom Grant,Male,1,Married,22,2021-10-11,0000-00-00,Active,0000-00-00,2709,Staff,Contarct Basis,Buddhist,Technical Officer,1996,23500.0
2209,5353,Judd Hartmann,Male,1,Single,22,2021-10-11,0000-00-00,Active,0000-00-00,2631,Staff,Contarct Basis,Buddhist,Technical Officer,1996,25000.0
2210,5354,Mr Franco Friesen Jr,Female,1,Single,178,2021-10-12,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Trainee Purchasing Officer,1996,20000.0
2211,5355,Carol Weimann,Female,1,Single,178,2021-10-12,2021-11-09,Inactive,2021-11-09,\N,Staff,Contarct Basis,Buddhist,Trainee Purchasing Officer,1997,20000.0
2214,1795125,Kaylie Von,Male,1,Married,31,2021-10-13,2022-04-02,Inactive,2022-04-02,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,6250.0
2216,193185,Karen Wolf,Male,1,Married,31,2021-10-13,2021-10-31,Inactive,2021-10-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993,1650.0
2217,193186,Delilah Mueller,Male,1,Married,31,2021-10-12,2021-10-31,Inactive,2021-10-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1961,6600.0
2220,50042,Jay Buckridge,Female,3,Single,45,2021-08-02,0000-00-00,Active,0000-00-00,\N,Management,Contarct Basis,Hindu,Construction Manager,1963,0.0
2221,1795126,Kendrick Runolfsson,Male,1,Married,124,2021-10-14,2022-03-24,Inactive,2022-03-24,\N,Labour,Contarct Basis,Buddhist,Mason,1982,8250.0
2225,5356,Gilbert Hermiston II,Male,1,Married,152,2021-10-14,2022-03-31,Inactive,2022-03-31,\N,Management,Contarct Basis,Buddhist,Manager Contract,1987,100000.0
2228,198133,Emilie Klein,Male,1,Married,55,2021-10-21,2022-02-28,Inactive,2022-02-28,\N,Labour,Contarct Basis,Buddhist,Fitter,1974,6050.0
2229,5357,Sheila Jakubowski,Male,1,Married,33,2021-10-11,2021-10-24,Inactive,2021-10-24,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1981,70000.0
2230,1795128,Dr Adeline Rowe,Male,1,Married,31,2021-10-22,2022-05-05,Inactive,2022-05-05,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1974,4500.0
2231,1795129,Aimee Dach,Male,1,Single,31,2021-10-22,2022-04-02,Inactive,2022-04-02,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998,3500.0
2233,5358,Lenore Nikolaus,Male,1,Married,24,2021-10-18,2022-08-31,Inactive,2022-08-31,\N,Staff,Contarct Basis,Buddhist,Driver,1964,20000.0
2236,5359,Craig Balistreri,Male,1,Married,180,2021-10-25,2021-11-14,Inactive,2021-11-14,\N,Staff,Contarct Basis,Buddhist,Assistant Manager Procurement,1983,60000.0
2238,5361,Dr Bert Kozey,Male,1,Single,33,2021-10-25,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1995,40000.0
2246,179043,Enrico Vandervort,Male,1,Married,139,2021-10-05,2022-04-28,Inactive,2022-04-28,\N,Labour,Contarct Basis,Buddhist,Surveyor Helper,1958,8750.0
2247,197106,Alberto Wunsch,Male,1,Married,31,2021-10-01,2022-03-29,Inactive,2022-03-29,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998,2760.0
2250,197109,Emmanuel Koelpin,Male,1,Married,31,2021-10-25,2021-10-31,Inactive,2021-10-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,3921.259682539682
2254,196151,Dr Eldora Hayes,Male,1,Married,29,2021-10-01,2022-06-24,Inactive,2022-06-24,\N,Labour,Contarct Basis,Buddhist,Cook,1987,14000.0
2255,196152,Mr Zachery Romaguera,Male,1,Single,55,2021-10-15,2022-02-25,Inactive,2022-02-25,\N,Labour,Contarct Basis,Buddhist,Fitter,1983,8250.0
2256,196153,Margaret Shanahan,Male,1,Single,31,2021-10-19,2021-11-15,Inactive,2021-11-15,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003,4000.0
2257,196154,Justyn Lindgren,Male,1,Single,31,2021-10-19,2022-03-18,Inactive,2022-03-18,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002,4000.0
2258,198135,Anibal Hamill,Male,1,Married,4,2021-10-27,2021-10-31,Inactive,2021-10-31,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1981,2750.0
2259,188007,Dr Alicia Keebler,Male,1,Married,31,2021-10-25,2022-04-25,Inactive,2022-04-25,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986,0.0
2260,188008,Osvaldo Runolfsson,Male,1,Married,31,2021-10-25,2022-04-01,Inactive,2022-04-01,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,3840.0
2262,188010,Sophia Kunde IV,Male,1,Married,55,2021-10-25,2022-04-25,Inactive,2022-04-25,\N,Labour,Contarct Basis,Buddhist,Fitter,1997,7040.0
2263,188011,Ayana Fritsch,Male,1,Married,31,2021-10-25,2022-04-01,Inactive,2022-04-01,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1975,5120.0
2264,188012,Emely Lueilwitz,Male,1,Married,55,2021-10-25,2022-04-07,Inactive,2022-04-07,\N,Labour,Contarct Basis,Buddhist,Fitter,1974,7040.0
2265,188013,Dr Freddie Brakus,Male,4,Married,31,2021-10-25,2022-04-06,Inactive,2022-04-06,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,1964,7040.0
2267,205001,Prof Wilfrid Renner,Male,1,Married,31,2021-10-16,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1951,8250.0
2268,205002,Loyce Botsford DDS,Male,1,Single,31,2021-10-27,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996,2750.0
2275,205003,Enrique Mayer,Male,1,Married,134,2021-10-02,2022-01-13,Inactive,2022-01-13,\N,Labour,Contarct Basis,Buddhist,Caretaker,1953,15000.0
2276,1795130,Duncan Schumm,Male,1,Married,30,2021-11-01,2022-05-09,Inactive,2022-05-09,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1959,16215.0
2277,51022,Prof Germaine Bergnaum DVM,Female,1,Single,70,2021-11-01,2022-03-31,Inactive,2022-03-31,\N,Staff,Contarct Basis,Buddhist,Data Entry Operator,2001,0.0
2278,51023,Angus Hoeger Jr,Male,1,Married,181,2021-11-01,2022-03-12,Inactive,2022-03-12,\N,Staff,Contarct Basis,Buddhist,Trainee Engineer,1996,0.0
2279,195038,Velma Kiehn,Male,3,Married,31,2021-10-26,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1982,19200.0
2291,51024,Prof Mia Ebert,Male,1,Married,31,2021-11-05,2022-01-27,Inactive,2022-01-27,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,0.0
2296,1795134,Ryley Dare,Male,1,Married,31,2021-11-09,2022-03-29,Inactive,2022-03-29,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1990,3520.0
2297,1795135,Morton Schaden,Male,1,Married,31,2021-11-08,2022-04-02,Inactive,2022-04-02,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969,11520.0
2299,1795137,Maida Gulgowski,Male,1,Married,31,2021-11-09,2022-03-31,Inactive,2022-03-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1960,10240.0
2300,196155,Dr Nathaniel McDermott,Male,1,Married,31,2021-11-04,2022-04-08,Inactive,2022-04-08,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1952,12800.0
2301,196156,Annamae Haley,Male,1,Married,31,2021-11-04,2021-12-31,Inactive,2021-12-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981,7040.0
2302,196157,Delfina Schmitt III,Male,1,Married,31,2021-11-04,2022-04-09,Inactive,2022-04-09,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1991,12800.0
2310,179044,Mr Freddy Kuhic PhD,Male,1,Single,139,2021-11-10,2022-04-20,Inactive,2022-04-20,\N,Labour,Contarct Basis,Buddhist,Surveyor Helper,1997,8960.0
2314,5366,Keely Gislason,Male,1,Married,24,2021-11-11,2021-11-18,Inactive,2021-11-18,\N,Staff,Contarct Basis,Buddhist,Driver,1992,0.0
2320,198136,Kyler Fay,Male,1,Married,1,2021-11-16,2022-02-09,Inactive,2022-02-09,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1990,3200.0
2321,198137,Westley Hermann,Male,1,Married,31,2021-11-16,2022-04-08,Inactive,2022-04-08,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1992,8320.0
2322,189070,Robin O'Connell,Male,1,Married,53,2021-11-15,2022-02-20,Inactive,2022-02-20,\N,Labour,Contarct Basis,Buddhist,Pipe Fitter,2000,9660.0
2324,1795139,Alycia Smitham,Male,1,Married,31,2021-11-20,2022-02-01,Inactive,2022-02-01,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996,3200.0
2325,5367,Humberto Hodkiewicz,Female,1,Single,48,2021-11-15,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1993,23500.0
2327,1795140,Theresa Bernier,Male,1,Married,31,2021-11-23,2022-03-31,Inactive,2022-03-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1973,5120.0
2328,193194,Wallace Beier IV,Male,1,Single,31,2021-11-22,2021-12-31,Inactive,2021-12-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994,3200.0
2329,5368,Rosella Walker,Male,1,Single,83,2021-11-22,2022-12-21,Inactive,2022-12-21,\N,Staff,Contarct Basis,Buddhist,Mechanical Engineer,1995,65000.0
2330,50045,Domingo Raynor,Male,1,Married,58,2021-11-15,2022-06-03,Inactive,2022-06-03,\N,Staff,Contarct Basis,Buddhist,Sociologist,1962,60000.0
2331,1795141,Miss Bernice Jerde,Male,1,Married,31,2021-11-24,2022-03-30,Inactive,2022-03-30,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1987,3200.0
2332,203007,Dr Phyllis Hoppe DDS,Female,1,Married,31,2021-11-10,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,9920.0
2333,1795142,Alize Bartoletti,Male,1,Married,31,2021-11-26,2021-12-31,Inactive,2021-12-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1982,9600.0
2334,1795143,Arthur Keebler,Male,1,Married,31,2021-11-26,2022-04-01,Inactive,2022-04-01,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1973,3200.0
2337,1795146,Reuben Ebert,Male,1,Married,31,2021-11-29,2022-02-15,Inactive,2022-02-15,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998,1280.0
2339,5369,Prof Archibald Quitzon V,Male,1,Single,8,2021-11-29,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1993,60000.0
2341,198138,Leonie Effertz MD,Male,1,Married,31,2021-11-29,2022-04-30,Inactive,2022-04-30,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,14080.0
2342,1795147,Omari Hintz,Male,1,Married,124,2021-12-01,2022-04-02,Inactive,2022-04-02,\N,Labour,Contarct Basis,Buddhist,Mason,1976,14490.0
2343,1795148,Deja Smith,Male,1,Married,31,2021-12-02,2022-03-26,Inactive,2022-03-26,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995,12800.0
2346,5370,Prof Warren Bartell,Female,1,Single,17,2021-12-01,2022-04-09,Inactive,2022-04-09,\N,Staff,Contarct Basis,Buddhist,Account Executive,1993,30000.0
2348,198140,Lucius Pfannerstill DDS,Male,1,Married,30,2021-12-03,2022-02-28,Inactive,2022-02-28,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1996,14080.0
2350,196158,Brandi Daniel Sr,Male,1,Single,31,2021-12-06,2021-12-31,Inactive,2021-12-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998,640.0
2360,198142,Cheyanne Mueller,Male,1,Married,30,2021-12-09,2022-02-27,Inactive,2022-02-27,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1985,12160.0
2361,198143,Jaunita O'Connell,Male,1,Single,30,2021-12-09,2022-02-27,Inactive,2022-02-27,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,2001,12160.0
2364,198146,Adella Walsh,Male,1,Single,30,2021-12-10,2022-02-26,Inactive,2022-02-26,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,2001,12160.0
2368,51027,Lenore Price I,Male,1,Married,182,2021-12-11,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Labour,1991,0.0
2369,201010,Ernest Dietrich DVM,Female,3,Single,184,2021-12-11,2022-03-17,Inactive,2022-03-17,\N,Labour,Contarct Basis,Hindu,Lab Helper,1993,13440.0
2370,201011,Jade Kuphal,Male,1,Single,169,2021-12-12,2022-11-16,Inactive,2022-11-16,\N,Labour,Contarct Basis,Buddhist,Bobcat Operator,1993,12075.0
2372,1795151,Dr Sally Ritchie I,Male,1,Single,31,2021-12-14,2022-03-31,Inactive,2022-03-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993,8960.0
2376,5372,Hillary Cronin,Male,1,Married,22,2021-12-15,0000-00-00,Active,0000-00-00,673,Staff,Contarct Basis,Buddhist,Technical Officer,1970,28500.0
2379,5374,Leone Blick Sr,Male,1,Single,22,2021-12-16,2022-02-12,Inactive,2022-02-12,\N,Labour,Contarct Basis,Buddhist,Technical Officer,1989,27000.0
2380,193197,Dr Orpha Padberg,Male,1,Single,31,2021-12-17,2022-05-17,Inactive,2022-05-17,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2006,6400.0
2381,193196,Ike Williamson,Male,1,Married,31,2021-12-13,2022-04-11,Inactive,2022-04-11,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971,8320.0
2382,196160,Lesley Emmerich,Male,1,Married,43,2021-12-15,2022-05-31,Inactive,2022-05-31,\N,Labour,Contarct Basis,Buddhist,Operator - JCB,2000,8280.0
2383,197110,Mazie Douglas,Male,1,Married,31,2021-12-13,2022-03-14,Inactive,2022-03-14,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1982,8320.0
2384,5375,Kyler Bins,Male,1,Married,7,2021-12-20,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1964,25000.0
2386,199084,Richie Nitzsche I,Male,1,Married,1,2021-12-15,2022-04-05,Inactive,2022-04-05,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1993,11730.0
2387,199086,Mrs Jennifer Monahan PhD,Male,1,Single,30,2021-12-18,2022-11-30,Inactive,2022-11-30,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1991,8960.0
2388,199085,Gudrun Cruickshank,Male,3,Single,30,2021-12-17,2021-12-31,Inactive,2021-12-31,\N,Labour,Contarct Basis,Hindu,Semi Skilled Labor,2000,4480.0
2389,51029,Mr Ewell Mueller Sr,Male,1,Single,181,2021-12-20,2022-03-12,Inactive,2022-03-12,\N,Staff,Contarct Basis,Buddhist,Trainee Engineer,1999,0.0
2393,5377,Lorenza Deckow,Male,1,Single,27,2021-12-23,0000-00-00,Active,0000-00-00,1964,Staff,Contarct Basis,Buddhist,Supervisor,1998,28500.0
2394,193198,Rosie Kutch,Male,1,Married,55,2021-12-20,2022-02-24,Inactive,2022-02-24,\N,Labour,Contarct Basis,Buddhist,Fitter,1966,2760.0
2396,197112,Leta Pfannerstill,Male,1,Single,31,2021-12-23,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1989,4480.0
2397,197111,Mr Maximus Lakin DDS,Male,1,Single,31,2021-12-20,2022-03-02,Inactive,2022-03-02,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,6400.0
2398,197113,Prof Franz Dicki,Male,1,Single,55,2021-12-01,2022-03-02,Inactive,2022-03-02,\N,Labour,Contarct Basis,Buddhist,Fitter,1996,11040.0
2399,198147,Prof Richmond Dooley III,Male,5,Single,31,2021-12-27,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Muslim,Unskilled Labor,1996,2560.0
2401,1975009,Ms Melba Walter,Male,1,Married,31,2021-12-27,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,3899.8666666666663
2404,1795153,Sim Abbott III,Male,1,Married,124,2022-01-03,2022-03-30,Inactive,2022-03-30,\N,Labour,Contarct Basis,Buddhist,Mason,1965,13110.0
2406,5379,Lavon Littel,Male,1,Married,186,2021-12-07,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Surveyor,1979,55000.0
2408,1795154,Vaughn Mills,Male,1,Married,31,2022-01-04,2022-03-30,Inactive,2022-03-30,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969,12800.0
2410,199087,Mr Madyson Hammes III,Male,1,Married,95,2021-12-20,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Welder,1974,8280.0
2411,193199,Mr Hiram Homenick III,Male,1,Single,55,2022-01-03,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Fitter,1996,4140.0
2427,5382,Dr Daryl Schaefer,Male,1,Single,33,2022-01-03,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1993,60000.0
2428,5383,Dr Mariana Stiedemann DVM,Male,1,Married,187,2022-01-01,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Material Engineer,1983,55000.0
2430,5385,Tillman Fadel,Male,1,Single,22,2022-01-01,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1996,26000.0
2431,1935028,Tracy Sporer,Male,1,Single,31,2022-01-06,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995,16640.0
2432,202002,Ms Karianne Tromp,Male,1,Married,122,2022-01-01,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Security,1970,19840.0
2433,179046,Kennedi Sipes,Female,1,Single,125,2022-01-06,2022-05-03,Inactive,2022-05-03,\N,Labour,Contarct Basis,Buddhist,Data Colector,1998,9920.0
2435,196162,Mr Rollin Koelpin III,Male,1,Married,31,2022-01-06,2022-06-17,Inactive,2022-06-17,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,0.0
2437,197114,Cydney Larson,Male,1,Single,55,2022-01-06,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Fitter,1961,2070.0
2441,189072,Ophelia Konopelski III,Male,1,Married,31,2022-01-10,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1991,4480.0
2446,51031,Prof Meda Gottlieb Jr,Male,1,Single,70,2022-01-11,2022-07-26,Inactive,2022-07-26,\N,Staff,Contarct Basis,Buddhist,Data Entry Operator,1999,0.0
2447,1795156,Mr Julio Ledner II,Male,1,Married,31,2022-01-13,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1988,15962.8
2451,1935030,Dr Ben Skiles,Male,1,Single,31,2022-01-11,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001,37720.0
2452,189074,Breanne Leuschke,Male,1,Single,31,2022-01-13,2022-02-20,Inactive,2022-02-20,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001,12160.0
2453,206002,Cathrine Rogahn,Male,1,Single,139,2022-01-03,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Surveyor Helper,1999,0.0
2454,206003,Lisandro Heidenreich IV,Male,1,Married,189,2022-01-01,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Lab Assistant,1990,0.0
2455,206004,Prof Jovan Romaguera,Male,1,Single,189,2022-01-01,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Lab Assistant,1989,0.0
2457,51032,Florence Reichert,Male,1,Single,56,2022-01-18,2022-02-12,Inactive,2022-02-12,\N,Labour,Contarct Basis,Buddhist,Helper,2002,0.0
2459,1795157,Tara Blick V,Male,1,Single,31,2022-01-21,2022-04-10,Inactive,2022-04-10,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971,5120.0
2460,193200,Maeve Mertz,Male,1,Married,31,2022-01-05,2022-02-09,Inactive,2022-02-09,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1963,8320.0
